keywords;title;description;modified;Typ;Kontakt;URL
Klima;Eig 2019 11 18 Annex Ii Tracking Progress Tables;;2019-11-19 11:49:39.000;Daten von Webseite;Markus Nauser;https://www.bafu.admin.ch/dam/bafu/en/dokumente/klima/fachinfo-daten/EIG%202019-11-18%20-%20Annex%20II%20Tracking%20progress%20tables.xlsx.download.xlsx/EIG%202019-11-18%20-%20Annex%20II%20Tracking%20progress%20tables.xlsx
Klima;Agroscope 2023B;;2023-04-03 09:39:16.000;Daten von Webseite;Bretscher Daniel;https://www.bafu.admin.ch/dam/bafu/en/dokumente/klima/klima-climatereporting-referenzen-pa1/Agroscope%202023b_Additional%20data%20agriculture.xlsx.download.xlsx/Agroscope-2023b.xlsx
Klima;Agroscope 2024A;;2024-04-08 09:39:01.000;Daten von Webseite;Bretscher Daniel;https://www.bafu.admin.ch/dam/bafu/en/dokumente/klima/klima-climatereporting-referenzen-pa1/Agroscope%202024a_Additional%20data%20agriculture.xlsx.download.xlsx/Agroscope-2024a.xlsx
Klima;Che Br Ctf 2022 V1 0;;2022-09-16 08:44:10.000;Daten von Webseite;Alex;https://www.bafu.admin.ch/dam/bafu/en/dokumente/klima/klima-climatereporting/CHE_BR_CTF_2018_v1.0.xlsx.download.xlsx/CHE_BR_CTF_2022_v1.0.xlsx
Klima;Tup Report Switzerland Addendum Retired Units;;2023-08-03 13:07:12.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/en/dokumente/klima/klima-climatereporting/TUP-report_Switzerland_Addendum-retired-units.xlsx.download.xlsx/TUP-report_Switzerland_Addendum-retired-units.xlsx
Klima;Add 1 List Of Carryoverunitsswitzerland;;2015-12-07 11:01:22.000;Daten von Webseite;Apache POI;https://www.bafu.admin.ch/dam/bafu/en/dokumente/klima/klima-climatereporting/add_1_-_list_of_carryoverunitsswitzerland.xlsx.download.xlsx/add_1_-_list_of_carryoverunitsswitzerland.xlsx
Klima;Add 2 List Of Retiredcp1Unitsswitzerland;;2015-12-21 14:18:51.000;Daten von Webseite;Apache POI;https://www.bafu.admin.ch/dam/bafu/en/dokumente/klima/klima-climatereporting/add_2_-_list_of_retiredcp1unitsswitzerland.xlsx.download.xlsx/add_2_-_list_of_retiredcp1unitsswitzerland.xlsx
innovation;Zwischenabrechnung;;2018-03-05 14:40:06.000;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/dam/bafu/en/dokumente/innovation/fachinfo-daten/zwischenabrechnung-utf.xlsx.download.xlsx/Zwischenabrechnung.xlsx
innovation;Schlussabrechnung Utf;;2018-03-05 14:39:52.000;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/dam/bafu/en/dokumente/innovation/fachinfo-daten/schlussabrechnung-utf.xlsx.download.xlsx/schlussabrechnung-utf.xlsx
Wasser;Tabelle Wasserhaushalt Schweiz 2023 En;;2024-06-04 12:28:42.000;Daten von Webseite;Leber Noël BAFU;https://www.bafu.admin.ch/dam/bafu/en/dokumente/wasser/fachinfo-daten/tabelle-wasserhaushalt-schweiz-2021.xlsx.download.xlsx/tabelle-wasserhaushalt-schweiz-2023-en.xlsx
Wasser;Stationsliste Hydrowebsam En July2023;;2023-09-27 12:05:27.000;Daten von Webseite;Salvi Hélène BAFU;https://www.bafu.admin.ch/dam/bafu/en/dokumente/wasser/fachinfo-daten/verzeichnis-hydrometrische-stationen-digitale-daten.xlsx.download.xlsx/Stationsliste_HydrowebSAM_EN_july2023.xlsx
Wasser;Stationsliste Hydrowebsam Ohne Digitale Daten;;2023-07-06 20:41:28.000;Daten von Webseite;Kan Stettler Caroline BAFU;https://www.bafu.admin.ch/dam/bafu/en/dokumente/wasser/fachinfo-daten/verzeichnis-hydrometrische-stationen-ohne-digitale-daten.xlsx.download.xlsx/Stationsliste_HydrowebSAM_ohne-digitale-Daten.xlsx
Wasser;Network Analyses;;2013-12-20 18:24:22.000;Daten von Webseite;X60005007;https://www.bafu.admin.ch/dam/bafu/en/dokumente/hydrologie/fachinfo-daten/auswertungen_zumgewaessernetz.xlsx.download.xlsx/network_analyses.xlsx
Wasser;Meldeformular Geschiebe;;2015-07-13 10:06:03.000;Daten von Webseite;Grasso Alessandro BAFU;https://www.bafu.admin.ch/dam/bafu/en/dokumente/hydrologie/formular/meldeformular_geschiebe.xlsx.download.xlsx/meldeformular_geschiebe.xlsx
Wasser;Messstellen Stations De Mesure Nawa Trend;;2022-07-18 09:19:33.000;Daten von Webseite;Rinta Päivi BAFU;https://www.bafu.admin.ch/dam/bafu/en/dokumente/wasser/fachinfo-daten/messstellen-nawa-trend.xlsx.download.xlsx/Messstellen_Stations_de_mesure_NAWA_TREND.xlsx
Luft;Ljl0V4Cg9Ydd9Jagfydenvbmzpz3Vyyxrpb25Jzd04Odq3;;2025-07-15 09:23:48.557;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/bafu/de/home/themen/luft/zustand/indikatoren/indikator-luft/_jcr_content/par/externalcontent.bitexternalcontent.exturl.xlsx/aHR0cHM6Ly93d3cuaW5kaWthdG9yZW4uYWRtaW4uY2gvUHVibG/ljL0V4cG9ydD9jaGFydENvbmZpZ3VyYXRpb25JZD04ODQ3.xlsx
Luft;Ljl0V4Cg9Ydd9Jagfydenvbmzpz3Vyyxrpb25Jzd04Odq4;;2025-07-15 09:23:49.178;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/bafu/de/home/themen/luft/zustand/indikatoren/indikator-luft/_jcr_content/par/externalcontent.bitexternalcontent.exturl.xlsx/aHR0cHM6Ly93d3cuaW5kaWthdG9yZW4uYWRtaW4uY2gvUHVibG/ljL0V4cG9ydD9jaGFydENvbmZpZ3VyYXRpb25JZD04ODQ4.xlsx
Wasser;Ws037 Phosphorgehalt 20211209 Bafuindikatordatenblatt1;;2021-12-09 13:56:52.000;Daten von Webseite;Ortner Joye Véronique BAFU;https://www.bafu-daten.ch/Indicators/WS037/WS037_Phosphorgehalt_20211209_BAFUIndikatorDatenblatt1.xlsx
Biotechnologie;Bt040 Anwesenheitgvo 20240108 Bafuindikatordatenblatt1;;2024-01-08 07:41:23.000;Daten von Webseite;;https://www.bafu-daten.ch/Indicators/BT040/BT040_AnwesenheitGVO_20240108_BAFUIndikatorDatenblatt1.xlsx
Biotechnologie;Bt040 Anwesenheitgvo 20240108 Bafuindikatordatenblatt2;;2024-01-08 08:11:03.000;Daten von Webseite;;https://www.bafu-daten.ch/Indicators/BT040/BT040_AnwesenheitGVO_20240108_BAFUIndikatorDatenblatt2.xlsx
Klima;Kl001 Co2Emissionenbrenntreib 20240709 Bafuindikatordatenblatt1;;2024-07-08 11:39:11.000;Daten von Webseite;Ortner Joye Véronique BAFU;https://www.bafu-daten.ch/Indicators/KL001/KL001_CO2EmissionenBrennTreib_20240709_BAFUIndikatorDatenblatt1.xlsx
Klima;Kl077 Hitzebedingtetodesfälle1980 2023 20240718 Bafuindikatordatenblatt1;;2024-08-08 12:34:30.000;Daten von Webseite;luytax;https://www.bafu-daten.ch/Indicators/KL077/KL077_HitzebedingteTodesf%C3%A4lle1980-2023_20240718_BAFUIndikatorDatenblatt1.xlsx
Naturgefahren;Daten Hw Mg Ru St Bis 1945 (Mit Kommentaren);;2018-02-14 06:52:46.000;Daten von Webseite;Bezzola Gian Reto BAFU;https://www.bafu-daten.ch/Indicators/GE014/Daten_HW_MG_RU_ST_bis_1945_(mit_Kommentaren).xlsx
Luft;Ljl0V4Cg9Ydd9Jagfydenvbmzpz3Vyyxrpb25Jzd04Odq3;;2025-07-15 09:26:14.566;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/bafu/fr/home/themes/air/etat/indicateurs/indicateur-air/_jcr_content/par/externalcontent.bitexternalcontent.exturl.xlsx/aHR0cHM6Ly93d3cuaW5kaWthdG9yZW4uYWRtaW4uY2gvUHVibG/ljL0V4cG9ydD9jaGFydENvbmZpZ3VyYXRpb25JZD04ODQ3.xlsx
Luft;Ljl0V4Cg9Ydd9Jagfydenvbmzpz3Vyyxrpb25Jzd04Odq4;;2025-07-15 09:26:15.167;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/bafu/fr/home/themes/air/etat/indicateurs/indicateur-air/_jcr_content/par/externalcontent.bitexternalcontent.exturl.xlsx/aHR0cHM6Ly93d3cuaW5kaWthdG9yZW4uYWRtaW4uY2gvUHVibG/ljL0V4cG9ydD9jaGFydENvbmZpZ3VyYXRpb25JZD04ODQ4.xlsx
Luft;Ljl0V4Cg9Ydd9Jagfydenvbmzpz3Vyyxrpb25Jzd04Odq3;;2025-07-15 09:29:45.079;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/bafu/it/home/temi/aria/stato/indicatori/indicatore-aria/_jcr_content/par/externalcontent.bitexternalcontent.exturl.xlsx/aHR0cHM6Ly93d3cuaW5kaWthdG9yZW4uYWRtaW4uY2gvUHVibG/ljL0V4cG9ydD9jaGFydENvbmZpZ3VyYXRpb25JZD04ODQ3.xlsx
Luft;Ljl0V4Cg9Ydd9Jagfydenvbmzpz3Vyyxrpb25Jzd04Odq4;;2025-07-15 09:29:45.587;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/bafu/it/home/temi/aria/stato/indicatori/indicatore-aria/_jcr_content/par/externalcontent.bitexternalcontent.exturl.xlsx/aHR0cHM6Ly93d3cuaW5kaWthdG9yZW4uYWRtaW4uY2gvUHVibG/ljL0V4cG9ydD9jaGFydENvbmZpZ3VyYXRpb25JZD04ODQ4.xlsx
Luft;Ljl0V4Cg9Ydd9Jagfydenvbmzpz3Vyyxrpb25Jzd04Odq3;;2025-07-15 09:32:48.948;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/bafu/en/home/topics/air/state/indicators/indicator-air/_jcr_content/par/externalcontent.bitexternalcontent.exturl.xlsx/aHR0cHM6Ly93d3cuaW5kaWthdG9yZW4uYWRtaW4uY2gvUHVibG/ljL0V4cG9ydD9jaGFydENvbmZpZ3VyYXRpb25JZD04ODQ3.xlsx
Luft;Ljl0V4Cg9Ydd9Jagfydenvbmzpz3Vyyxrpb25Jzd04Odq4;;2025-07-15 09:32:49.631;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/bafu/en/home/topics/air/state/indicators/indicator-air/_jcr_content/par/externalcontent.bitexternalcontent.exturl.xlsx/aHR0cHM6Ly93d3cuaW5kaWthdG9yZW4uYWRtaW4uY2gvUHVibG/ljL0V4cG9ydD9jaGFydENvbmZpZ3VyYXRpb25JZD04ODQ4.xlsx
BAFU;Geodatenmodell Messorte;;2013-05-27;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/daten-karten/geodatenmodell/messorte.zip.download.zip/messorte.zip
Abfall;Geodatenmodell Abfallanlagen und Materialentnahmestellen V1.2;;2021-05-18;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/abfall/geodatenmodell/Abfallanlagen_Materialentnahmestellen_(ID114.1,114.3)_V1.2.zip.download.zip/Abfallanlagen_Materialentnahmestellen_(ID114.1,114.3)_V1.2.zip
Altlasten;Geodatenmodell Kataster der belasteten Standorte V1.5;;2024-12-12;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/altlasten/geodatenmodell/Kataster_der_belasteten_Standorte_V1_5.zip.download.zip/Kataster_der_belasteten_Standorte_V1_5.zip
Biodiversität;Geodatenmodell Bundesinventar der Amphibienlaichgebiete von nationaler Bedeutung, V1.1;Geodatenmodell (ID 22.1 und 22.2), Publikationsdatum 06.11.2012;2018-08-17;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/bundesinventar_deramphibienlaichgebietevonnationalerbedeutung.zip.download.zip/bundesinventar_deramphibienlaichgebietevonnationalerbedeutung.zip
Biodiversität;Geodatenmodell Bundesinventar der Auengebiete von nationaler Bedeutung, V1.1;Geodatenmodell (ID 19.1), Publikationsdatum 06.11.2012;2019-11-18;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/bundesinventar_derauengebietevonnationalerbedeutung.zip.download.zip/bundesinventar_derauengebietevonnationalerbedeutung.zip
Biodiversität;Geodatenmodell Bundesinventar der eidgenössischen Jagdbanngebiete , V2;Geodatenmodell (ID 170.1 und 170.2), Publikationsdatum 24.02.2015;2018-08-17;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/bundesinventar_dereidgenoessischenjagdbanngebieteinklroutennetz.zip.download.zip/bundesinventar_dereidgenoessischenjagdbanngebieteinklroutennetz.zip
Biodiversität;Geodatenmodell Bundesinventar der Flachmoore von nationaler Bedeutung, V1.1;Geodatenmodell (ID 21.1), Publikationsdatum 06.11.2012;2019-08-21;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/bundesinventar_derflachmoorevonnationalerbedeutung.zip.download.zip/bundesinventar_derflachmoorevonnationalerbedeutung.zip
Biodiversität;Geodatenmodell Bundesinventar der Hoch- und Übergangsmoore von nationaler Bedeutung, V1.1;Geodatenmodell (ID 20.1), Publikationsdatum 06.11.2012;2019-08-21;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/bundesinventar_derhoch-unduebergangsmoorevonnationalerbedeutung.zip.download.zip/bundesinventar_derhoch-unduebergangsmoorevonnationalerbedeutung.zip
Biodiversität;Geodatenmodell Bundesinventar der Moorlandschaften von besonderer Schönheit und nationaler Bedeutung, V1.1;Geodatenmodell (ID 24.1), Publikationsdatum 06.11.2012;2018-08-17;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/bundesinventar_dermoorlandschaftenvonbesondererschoenheitundnati.zip.download.zip/bundesinventar_dermoorlandschaftenvonbesondererschoenheitundnati.zip
Biodiversität;Geodatenmodell Bundesinventar der Trockenwiesen und -weiden von nationaler Bedeutung, V1.2;Geodatenmodell (ID 186.1), Publikationsdatum 05.09.2017;2023-11-21;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/bundesinventar_dertrockenwiesenund-weidenvonnationalerbedeutung.zip.download.zip/bundesinventar_dertrockenwiesenund-weidenvonnationalerbedeutung.zip
Biodiversität;Geodatenmodell Bundesinventar der Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung V1.4;Geodatenmodell (ID 171.1), Publikationsdatum 02.02.2017;2023-11-09;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/bundesinventar_derwasser-undzugvogelreservatevoninternationaleru.zip.download.zip/bundesinventar_derwasser-undzugvogelreservatevoninternationaleru.zip
Biodiversität;Geodatenmodell Kantonales Inventar der Amphibienlaichgebiete von nationaler, regionaler und lokaler Bedeutung, V1.1;Geodatenmodell (ID 29.1, 29.2), Publikationsdatum 06.11.2012;2018-08-20;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/kantonales_inventarderamphibienlaichgebietevonnationalerregional.zip.download.zip/kantonales_inventarderamphibienlaichgebietevonnationalerregional.zip
Biodiversität;Geodatenmodell Kantonales Inventar der Auengebiete von nationaler, regionaler und lokaler Bedeutung;Geodatenmodell (ID 26.1), Publikationsdatum 08.04.2013;2013-04-08;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/kantonales_inventarderauengebietevonnationalerregionalerundlokal.zip.download.zip/kantonales_inventarderauengebietevonnationalerregionalerundlokal.zip
Biodiversität;Geodatenmodell Kantonales Inventar der Flachmoore von nationaler, regionaler und lokaler Bedeutung;Geodatenmodell (ID 28.1), Publikationsdatum 08.04.2013;2013-04-08;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/kantonales_inventarderflachmoorevonnationalerregionalerundlokale.zip.download.zip/kantonales_inventarderflachmoorevonnationalerregionalerundlokale.zip
Biodiversität;Geodatenmodell Kantonales Inventar der Hoch- und Übergangsmoore von nationaler, regionaler und lokaler Bedeutung;Geodatenmodell (ID 27.1), Publikationsdatum 08.04.2013;2013-04-08;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/kantonales_inventarderhoch-unduebergangsmoorevonnationalerregion.zip.download.zip/kantonales_inventarderhoch-unduebergangsmoorevonnationalerregion.zip
Biodiversität;Geodatenmodell Kantonales Inventar der Trockenwiesen von nationaler, regionaler und lokaler Bedeutung;Geodatenmodell (ID 189.1), Publikationsdatum 24.02.2015;2015-05-19;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/kantonales_inventardertrockenwiesenvonnationalerregionalerundlok.zip.download.zip/kantonales_inventardertrockenwiesenvonnationalerregionalerundlok.zip
Biodiversität;Geodatenmodell Ruhezonen für Wildtiere , V2.1;Geodatenmodell (ID 195.1 und 195.2), Publikationsdatum 10.12.2019;2024-01-11;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/wildr.zip.download.zip/Wildruhezonen_ID195_V2.zip
Biodiversität;Geodatenmodell Steinbockkolonien , V1.0;Geodatenmodell (ID 169.1), Publikationsdatum 11.06.2019;2019-08-19;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/Steinbockkolonien%20(inkl.%20Winter-%20und%20Sommereinstandsgebiete).zip.download.zip/Steinbockkolonien_ID169.1_V1.0.zip
Biodiversität;Geodatenmodell Übereinkommen über Feuchtgebiete, insbesondere als Lebensraum für Wasser und Watvögel, von internationaler Bedeutung, V1.1;Geodatenmodell (Ramsar-Konvention, ID 2.1), Publikationsdatum 06.11.2012;2019-02-05;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/uebereinkommen_ueberfeuchtgebieteinsbesonderealslebensraumfuerwa.zip.download.zip/uebereinkommen_ueberfeuchtgebieteinsbesonderealslebensraumfuerwa.zip
Biodiversität;Geodatenmodell Übrige Biotope von regionaler und lokaler Bedeutung;Geodatenmodell (ID 23.1, 23.2, 23.3), Publikationsdatum 08.04.2013;2013-04-08;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/uebrige_biotope_vonregionalerundlokalerbedeutung.zip.download.zip/uebrige_biotope_vonregionalerundlokalerbedeutung.zip
Biodiversität;Geodatenmodell Waldreservate V2.0;Geodatenmodell (ID 160.1), Publikationsdatum 23.01.2025;2025-04-03;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/geodatenmodell/Datenmodell_Waldreservate_ID160_2025-01-23_V2.zip.download.zip/Datenmodell_Waldreservate_ID160_2025-01-23_V2.zip
Biotechnologie;Geodatenmodell Register über die bewilligten Freisetzungsversuche nach Freisetzungsverordnung;;2019-09-18;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biotechnologie/geodatenmodell/Freisetzungsversuche_ID147.1.zip.download.zip/Freisetzungsversuche_ID147.1.zip
Boden;Geodatenmodell Ergebnisse Nationale Beobachtung Bodenbelastung  und Ergebnisse Kantonale Überwachung Bodenbelastung;;2017-03-09;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/boden/geodatenmodell/ergebnisse_nationale_beobachtung_bodenbelastung_nabo_und_ergebnisse_kantonale_ueberwachung_bodenbelastung.zip.download.zip/Ergebnisse_Bodenbeobachtung_ID124.1,125.1.zip
Chemikalien;Geodatenmodell SwissPRTR;;2012-12-12;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/chemikalien/geodatenmodell/swissprtr.zip.download.zip/swissprtr.zip
Landschaft;Geodatenmodell Bundesinventar der Landschaften und Naturdenkmäler von nationaler Bedeutung BLN, V1.1;Geodatenmodell (ID 18.1), Publikationsdatum 06.11.2012;2018-08-20;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/landschaft/geodatenmodell/bundesinventar_derlandschaftenundnaturdenkmaelervonnationalerbed.zip.download.zip/bundesinventar_derlandschaftenundnaturdenkmaelervonnationalerbed.zip
Landschaft;Geodatenmodell Schweizerischer Nationalpark und Pärke von nationaler Bedeutung, V1.2;Geodatenmodell (ID 31.1 und 187.1), Publikationsdatum 24.02.2015;2019-02-05;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/landschaft/geodatenmodell/schweizerischer_nationalparkundpaerkevonnationalerbedeutung.zip.download.zip/schweizerischer_nationalparkundpaerkevonnationalerbedeutung.zip
Landschaft;Geodatenmodell Übereinkommen zum Schutz des Kultur- und Naturgutes der Welt - UNESCO Weltnaturerbe, V1.1;Geodatenmodell (ID 1.1), Publikationsdatum 06.11.2012;2018-08-27;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/landschaft/geodatenmodell/uebereinkommen_zumschutzdeskultur-undnaturgutesderwelt.zip.download.zip/uebereinkommen_zumschutzdeskultur-undnaturgutesderwelt.zip
Lärm;Geodatenmodell Lärmbelastungskataster für Eisenbahnanlagen V1.4;Geodatenmodell (ID 126.1), Publikationsdatum 16.01.2017;2025-04-08;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/laerm/geodatenmodell/laermbelastungskataster_fuer_eisenbahnanlagen.zip.download.zip/L%C3%A4rmbelastungskataster_f%C3%BCr_Eisenbahnanlagen.zip
Lärm;Geodatenmodell Lärmbelastungskataster für Nationalstrassen, V1.2;Geodatenmodell (ID 142.1), Publikationsdatum 19.10.2022;2025-04-08;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/laerm/geodatenmodell/laermbelastungskataster_fuer_nationalstrassen.zip.download.zip/laermbelastungskataster_fuer_nationalstrassen.zip
Lärm;Geodatenmodell Lärmbelastungskataster für Haupt- und übrige Strassen, V1.3;Geodatenmodell (ID 144.1), Publikationsdatum 09.03.2022;2025-02-20;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/laerm/geodatenmodell/laermbelastungskatasterfuerhaupt-unduebrigestrassen.zip.download.zip/laermbelastungskatasterfuerhaupt-unduebrigestrassen.zip
Lärm;Geodatenmodell LBK militärische Schiessplätze, V1.1;Geodatenmodell (ID 177.1), Publikationsdatum 23.01.2018;2023-07-04;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/laerm/geodatenmodell/LBK%20milit%C3%A4rsiche%20Schiesspl%C3%A4tze%20%20.zip.download.zip/20230606_MGDM_LBK_mil_Schiesspl%C3%A4tze_177.1_V1_1.zip
Lärm;Geodatenmodell Lärmbelastungskataster bei Flugplätzen, V1.1;Geodatenmodell (ID 143.1 und 176.1), Publikationsdatum 07.05.2014;2017-06-21;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/laerm/geodatenmodell/laermbelastungskatasterbeiflugplaetzen.zip.download.zip/laermbelastungskatasterbeiflugplaetzen.zip
Lärm;Geodatenmodell Lärmbelastungskarten – nationale Übersicht;Geodatenmodell (ID 120.1-4), Publikationsdatum 09.03.2017;2017-03-08;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/laerm/geodatenmodell/laermbelastungskarten_nationale_uebersicht%20.zip.download.zip/Laermbelastungskarten_nationaleUebersicht_ID120.1-120.4.zip
Luft;Geodatenmodell Kantonale Erhebungen der Luftbelastung  V1.1;Geodatenmodell (ID 122.1), Publikationsdatum 14.10.2014;2015-07-13;Geodatenmodell;gis@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/luft/geodatenmodell/kantonale_erhebungenderluftbelastungmessnetzev11.zip.download.zip/kantonale_erhebungenderluftbelastungmessnetzev11.zip
